ICAO,IATA,NOM,TAILLE,PAYS,CITE
FMME,ATJ,Antsirabe,Smallairport, Madagascar, Antsirabe
PATQ,ATK,Atqasuk Edward Burnell Sr Memorial,Mediumairport, United States, Atqasuk
KATL,ATL,Hartsfield Jackson Atlanta International,Largeairport, United States, Atlanta
SBHT,ATM,Altamira,Mediumairport, Brazil, Altamira
AYNX,ATN,Namatanai,Smallairport, Papua New Guinea, Namatanai
KUNI,ATO,Ohio University Snyder Field,Smallairport, United States, Athens/Albany
AYAI,ATP,Aitape,Smallairport, Papua New Guinea, Aitape
VIAR,ATQ,Sri Guru Ram Dass Jee International,Largeairport, India, Amritsar
GQPA,ATR,Atar International,Mediumairport, Mauritania, Atar
KATS,ATS,Artesia Municipal,Smallairport, United States, Artesia
,ATT,Atmautluak,Smallairport, United States, Atmautluak
PAAT,ATU,Casco Cove Coast Guard Station,Smallairport, United States, Attu
FTTI,ATV,Ati,Smallairport, Chad, Ati
KATW,ATW,Appleton International,Smallairport, United States, Appleton
,ATX,Atbasar,Smallairport, Kazakhstan, Atbasar
KATY,ATY,Watertown Regional,Mediumairport, United States, Watertown
HEAT,ATZ,Assiut International,Mediumairport, Egypt, Assiut
TNCA,AUA,Queen Beatrix International,Mediumairport, Aruba, Oranjestad
,AUB,Itauba,Closed, Brazil, Itauba
SKUC,AUC,Santiago Perez,Mediumairport, Colombia, Arauca
YAGD,AUD,Augustus Downs,Smallairport, Australia,
,AUE,Abu Rudeis,Smallairport, Egypt, Abu Rudeis
LFLA,AUF,Auxerre-Branches,Mediumairport, France, Auxerre/Branches
KAUG,AUG,Augusta State,Mediumairport, United States, Augusta
OMAA,AUH,Abu Dhabi International,Largeairport, United Arab Emirates, Abu Dhabi
AYND,AUI,Aua Island,Smallairport, Papua New Guinea, Aua Island
AYAT,AUJ,Ambunti,Smallairport, Papua New Guinea, Ambunti
PAUK,AUK,Alakanuk,Smallairport, United States, Alakanuk
,AUL,Aur Island,Smallairport, Marshall Islands, Aur Atoll
KAUM,AUM,Austin Municipal,Smallairport, United States, Austin
KAUN,AUN,Auburn Municipal,Smallairport, United States, Auburn
KAUO,AUO,Auburn Opelika Robert G. Pitts,Smallairport, United States, Auburn
AYAG,AUP,Agaun,Smallairport, Papua New Guinea,
NTMN,AUQ,Hiva Oa-Atuona,Mediumairport, French Polynesia, Hiva Oa Island
LFLW,AUR,Aurillac,Mediumairport, France, Aurillac
KAUS,AUS,Austin Bergstrom International,Largeairport, United States, Austin
WPAT,AUT,Atauro,Smallairport, Timor-Leste, Atauro
YAUR,AUU,Aurukun,Smallairport, Australia, Aurukun
AYUM,AUV,Aumo,Smallairport, Papua New Guinea, Aumo
KAUW,AUW,Wausau Downtown,Mediumairport, United States, Wausau
SWGN,AUX,Araguaína,Smallairport, Brazil, Araguaína
NVVA,AUY,Aneityum,Smallairport, Vanuatu, Anatom Island
KARR,AUZ,Aurora Municipal,Smallairport, United States, Chicago/Aurora
ZUAS,AVA,Anshun Huangguoshu,Mediumairport, China, Anshun
LIPA,AVB,Aviano Air Base,Mediumairport, Italy, Aviano (PN)
,AVF,Avoriaz,Closed, France, Avoriaz
YAUV,AVG,Auvergne,Smallairport, Australia,
MUCA,AVI,Maximo Gomez,Mediumairport, Cuba, Ciego de Avila
ZMAH,AVK,Arvaikheer,Mediumairport, Mongolia, Arvaikheer
KAVL,AVL,Asheville Regional,Largeairport, United States, Asheville
LFMV,AVN,Avignon-Caumont,Mediumairport, France, Avignon/Caumont
KAVO,AVO,Avon Park Executive,Smallairport, United States, Avon Park
KAVP,AVP,Wilkes Barre Scranton International,Mediumairport, United States, Wilkes-Barre/Scranton
LPAR,AVR,Alverca,Mediumairport, Portugal, Vila Franca de Xira
AGGJ,AVU,Avu Avu,Smallairport, Solomon Islands,
YMAV,AVV,Avalon,Mediumairport, Australia, Melbourne
KAVQ,AVW,Marana Regional,Smallairport, United States, Tucson
HALA,AWA,Awassa,Smallairport, Ethiopia, Awassa
NVVB,AWD,Aniwa,Smallairport, Vanuatu, Aniwa
FOGW,AWE,Alowe,Smallairport, Gabon, Wonga Wongué Presidential Reserve
,AWH,Awareh,Closed, Ethiopia, Awareh
PWAK,AWK,Wake Island Airfield,Mediumairport, United States Minor Outlying Islands, Wake Island
KAWM,AWM,West Memphis Municipal,Smallairport, United States, West Memphis
YADS,AWN,Alton Downs,Smallairport, Australia,
YAUS,AWP,Austral Downs,Smallairport, Australia,
,AWR,Awar,Closed, Papua New Guinea, Awar
OIAW,AWZ,Ahwaz,Mediumairport, Iran, Ahwaz
TQPF,AXA,Wallblake,Mediumairport, Anguilla, The Valley
89NY,AXB,Maxson Airfield,Smallairport, United States, Alexandria Bay
YAMC,AXC,Aramac,Smallairport, Australia,
LGAL,AXD,Dimokritos,Mediumairport, Greece, Alexandroupolis
SSXX,AXE,Xanxerê,Smallairport, Brazil, Xanxerê
KAXA,AXG,Algona Municipal,Smallairport, United States, Algona
RJDA,AXJ,Amakusa,Smallairport, Japan,
OYAT,AXK,Ataq,Mediumairport, Yemen,
YALX,AXL,Alexandria Homestead,Smallairport, Australia,
SKAR,AXM,El Eden,Mediumairport, Colombia, Armenia
KAXN,AXN,Chandler Field,Mediumairport, United States, Alexandria
MYAP,AXP,Spring Point,Mediumairport, Bahamas, Spring Point
NTGU,AXR,Arutua,Mediumairport, French Polynesia,
KAXS,AXS,Altus Quartz Mountain Regional,Smallairport, United States, Altus
RJSK,AXT,Akita,Mediumairport, Japan, Akita
HAAX,AXU,Axum,Mediumairport, Ethiopia,
KAXV,AXV,Neil Armstrong,Smallairport, United States, Wapakoneta
KAXX,AXX,Angel Fire,Smallairport, United States, Angel Fire
,AYA,Ayapel,Smallairport, Colombia, Ayapel
,AYC,Ayacucho,Smallairport, Colombia, Ayacucho
,AYD,Alroy Downs,Smallairport, Australia, Alroy Downs
KAYE,AYE,Ft Devens Moore Army Air Field,Closed, United States,
SKYA,AYG,Yaguara,Smallairport, Colombia, San Vicente Del Caguán
EGWZ,AYH,RAF Alconbury,Closed, United Kingdom, Huntingdon
,AYI,Yari,Smallairport, Colombia, Yari
UAUR,AYK,Arkalyk North,Smallairport, Kazakhstan, Arkalyk
YANL,AYL,Anthony Lagoon,Smallairport, Australia,
ZHAY,AYN,Anyang,Smallairport, China, Anyang
SGAY,AYO,Juan De Ayolas,Mediumairport, Paraguay, Ayolas
SPHO,AYP,Coronel FAP Alfredo Mendivil Duarte,Mediumairport, Perú, Ayacucho
YAYE,AYQ,Ayers Rock Connellan,Mediumairport, Australia, Ayers Rock
YAYR,AYR,Ayr,Smallairport, Australia,
KAYS,AYS,Waycross Ware County,Smallairport, United States, Waycross
LTAI,AYT,Antalya International,Largeairport, Turkey, Antalya
AYAY,AYU,Aiyura,Smallairport, Papua New Guinea, Aiyura Valley
WASA,AYW,Ayawasi,Smallairport, Indonesia, Ayawasi-Papua Island
,AYY,Arugam Bay SPB,Seaplanebase, Sri Lanka, Pottuvil
,AYZ,Zahn's,Closed, United States, Amityville
KIWA,AZA,Phoenix-Mesa-Gateway,Mediumairport, United States, Phoenix
,AZB,Amazon Bay,Smallairport, Papua New Guinea,
OIYY,AZD,Shahid Sadooghi,Mediumairport, Iran, Yazd
MMAG,AZG,Pablo L. Sidar,Smallairport, Mexico, Apatzingán
OMAD,AZI,Bateen,Mediumairport, United Arab Emirates,
SWTU,AZL,Fazenda Tucunaré,Smallairport, Brazil, Sapezal
UTKA,AZN,Andizhan,Smallairport, Uzbekistan, Andizhan
KAZO,AZO,Kalamazoo Battle Creek International,Mediumairport, United States, Kalamazoo
MMJC,AZP,Atizapan De Zaragoza,Smallairport, Mexico,
DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir,Mediumairport, Algeria,
MDCY,AZS,Samaná El Catey International,Mediumairport, Dominican Republic, Samana
,AZT,Zapatoca,Smallairport, Colombia, Zapatoca
FNAM,AZZ,Ambriz,Smallairport, Angola, Ambriz
AYBL,BAA,Bialla,Smallairport, Papua New Guinea," Bialla, Matalilu, Ewase"
KBAB,BAB,Beale Air Force Base,Largeairport, United States, Marysville
,BAC,Barranca De Upia,Smallairport, Colombia, Barranca De Upia
KBAD,BAD,Barksdale Air Force Base,Largeairport, United States, Bossier City
LFMR,BAE,Barcelonnette - Saint-Pons,Smallairport, France, Le Castellet
KBAF,BAF,Westfield-Barnes Regional,Mediumairport, United States, Westfield/Springfield
RPUB,BAG,Loakan,Mediumairport, Philippines, Baguio City
OBBI,BAH,Bahrain International,Largeairport, Bahrain, Manama
MRBA,BAI,Buenos Aires,Mediumairport, Costa Rica, Punta Arenas
,BAJ,Bali,Smallairport, Papua New Guinea, Unea Island
LTCJ,BAL,Batman,Mediumairport, Turkey, Batman
KBAM,BAM,Battle Mountain,Smallairport, United States, Battle Mountain
FZVR,BAN,Basongo,Smallairport, Congo (Kinshasa), Basongo
,BAP,Baibara,Closed, Papua New Guinea, Nabai
SKBQ,BAQ,Ernesto Cortissoz International,Mediumairport, Colombia, Barranquilla
AGGE,BAS,Ballalae,Smallairport, Solomon Islands, Ballalae
SNBA,BAT,Chafei Amsei,Mediumairport, Brazil, Barretos
SBBU,BAU,Bauru,Mediumairport, Brazil, Bauru
ZBOW,BAV,Baotou,Mediumairport, China, Baotou
,BAW,Biawonque,Closed, Gabon, Biawonque
UNBB,BAX,Barnaul,Mediumairport, Russia, Barnaul
LRBM,BAY,Tautii Magheraus,Mediumairport, Romania, Baia Mare
SWBC,BAZ,Barcelos,Smallairport, Brazil, Barcelos
SCBA,BBA,Balmaceda,Mediumairport, Chile, Balmaceda
KBBB,BBB,Benson Municipal,Smallairport, United States, Benson
KBYY,BBC,Bay City Municipal,Smallairport, United States, Bay City
KBBD,BBD,Curtis Field,Mediumairport, United States, Brady
YBBE,BBE,Big Bell,Smallairport, Australia, Big Bell
,BBF,Burlington,Closed, United States, Burlington
NGTU,BBG,Butaritari Atoll,Smallairport, Kiribati, Butaritari Atoll
EDBH,BBH,Barth,Smallairport, Germany,
VEBS,BBI,Biju Patnaik,Mediumairport, India, Bhubaneswar
EDRB,BBJ,Bitburg,Smallairport, Germany, Bitburg
FBKE,BBK,Kasane,Mediumairport, Botswana, Kasane
YLLE,BBL,Ballera,Smallairport, Australia,
VDBG,BBM,Battambang,Mediumairport, Cambodia, Battambang
WBGZ,BBN,Bario,Mediumairport, Malaysia, Bario
HCMI,BBO,Berbera,Mediumairport, Somalia, Berbera
EGHJ,BBP,Bembridge,Smallairport, United Kingdom, Bembridge
TAPH,BBQ,Codrington,Smallairport, Antigua and Barbuda, Codrington
TFFB,BBR,Baillif,Smallairport, Guadeloupe, Basse Terre
EGLK,BBS,Blackbushe,Mediumairport, United Kingdom, Yateley
FEFT,BBT,Berbérati,Mediumairport, Central African Republic, Berbérati
LRBS,BBU,Băneasa International,Mediumairport, Romania, Bucharest
DIGN,BBV,Nero-Mer,Smallairport, Côte d'Ivoire, Grand-Béréby
KBBW,BBW,Broken Bow Municipal,Smallairport, United States, Broken Bow
KLOM,BBX,Wings Field,Smallairport, United States, Philadelphia
FEFM,BBY,Bambari,Smallairport, Central African Republic, Bambari
FLZB,BBZ,Zambezi,Smallairport, Zambia, Zambezi
MUBA,BCA,Gustavo Rizo,Mediumairport, Cuba, Baracoa
KBCB,BCB,Virginia Tech Montgomery Executive,Smallairport, United States, Blacksburg
Z48,BCC,Bear Creek 3,Smallairport, United States, Bear Creek
RPVB,BCD,Bacolod-Silay City International,Mediumairport, Philippines, Bacolod City
KBCE,BCE,Bryce Canyon,Mediumairport, United States, Bryce Canyon
FEGU,BCF,Bouca,Smallairport, Central African Republic, Bouca
SYBE,BCG,Bemichi,Smallairport, Guyana, Bemichi
WPEC,BCH,Cakung,Mediumairport, Timor-Leste, Baucau
YBAR,BCI,Barcaldine,Mediumairport, Australia, Barcaldine
,BCJ,Baca Grande Airfield,Closed, United States, Crestone
YBWR,BCK,[Duplicate] Bolwarra,Smallairport, Australia, Bolwarra
MRBC,BCL,Barra del Colorado,Mediumairport, Costa Rica, Pococi
LRBC,BCM,Bacău,Mediumairport, Romania, Bacău
LEBL,BCN,Barcelona International,Largeairport, Spain, Barcelona
HABC,BCO,Baco,Smallairport, Ethiopia, Baco
AYBC,BCP,Bambu,Smallairport, Papua New Guinea, Bambu
,BCQ,Brak,Mediumairport, Libya, Brak
SWNK,BCR,Novo Campo,Smallairport, Brazil, Boca do Acre
65LA,BCS,Southern Seaplane,Smallairport, United States, Belle Chasse
KBCT,BCT,Boca Raton,Smallairport, United States, Boca Raton
DNBC,BCU,Sir Abubakar Tafawa Balewa International,Mediumairport, Nigeria, Bauchi
,BCV,Belmopan,Smallairport, Belize, Belmopan
,BCW,Benguera Island,Mediumairport, Mozambique, Benguera Island
UWUB,BCX,Beloretsk,Smallairport, Russia, Beloretsk
,BCY,Bulchi,Closed, Ethiopia, Bulchi
,BCZ,Brooklyn TMC - Olivers Garage Helipad,Closed, Australia, Brooklyn
TXKF,BDA,L.F. Wade International International,Mediumairport, Bermuda, Hamilton
YBUD,BDB,Bundaberg,Mediumairport, Australia, Bundaberg
SNBC,BDC,Barra do Corda,Smallairport, Brazil, Barra Do Corda
YBAU,BDD,Badu Island,Smallairport, Australia,
KBDE,BDE,Baudette International,Mediumairport, United States, Baudette
3IS8,BDF,Rinkenberger Restricted Landing Area,Smallairport, United States, Bradford
KBDG,BDG,Blanding Municipal,Smallairport, United States, Blanding
OIBL,BDH,Bandar Lengeh,Mediumairport, Iran, Bandar Lengeh
FSSB,BDI,Bird Island,Smallairport, Seychelles, Bird Island
WAOO,BDJ,Syamsudin Noor,Smallairport, Indonesia, Banjarmasin-Borneo Island
DIBU,BDK,Soko,Smallairport, Côte d'Ivoire, Bondoukou
KBDL,BDL,Bradley International,Largeairport, United States, Hartford
LTBG,BDM,Bandırma,Mediumairport, Turkey,
OPTH,BDN,Talhar,Smallairport, Pakistan, Badin
WICC,BDO,Husein Sastranegara International,Mediumairport, Indonesia, Bandung-Java Island
VNCG,BDP,Bhadrapur,Smallairport, Nepal, Bhadrapur
VABO,BDQ,Vadodara,Mediumairport, India, Vadodara
KBDR,BDR,Igor I Sikorsky Memorial,Mediumairport, United States, Bridgeport
LIBR,BDS,Brindisi – Salento,Mediumairport, Italy, Brindisi
FZFD,BDT,Gbadolite,Mediumairport, Congo (Kinshasa),
ENDU,BDU,Bardufoss,Mediumairport, Norway, Målselv
FZRB,BDV,Moba,Smallairport, Congo (Kinshasa), Moba
YBDF,BDW,Bedford Downs,Smallairport, Australia,
00F,BDX,Broadus,Smallairport, United States, Broadus
S05,BDY,Bandon State,Smallairport, United States, Bandon
AYBG,BDZ,›,Smallairport, Papua New Guinea,
,BEA,Baindoung,Closed, Papua New Guinea, Bereina Mission
EGPL,BEB,Bereina,Mediumairport, United Kingdom, Balivanich
KBEC,BEC,Benbecula,Smallairport, United States, Wichita
KBED,BED,Beech Factory,Mediumairport, United States, Bedford
YBGB,BEE,Laurence G Hanscom Field,Smallairport, Australia, Beagle Bay
MNBL,BEF,Beagle Bay,Mediumairport, Nicaragua, Bluefileds
LYBE,BEG,Bluefields,Largeairport, Serbia, Belgrade
KBEH,BEH,Belgrade Nikola Tesla,Smallairport, United States, Benton Harbor
HABE,BEI,Southwest Michigan Regional,Smallairport, Ethiopia, Beica
WALK,BEJ,Beica,Smallairport, Indonesia, Tanjung Redep-Borneo Island
VIBY,BEK,Barau(Kalimaru),Mediumairport, India, Bareilly
SBBE,BEL,Bareilly Air Force Station,Largeairport, Brazil, Belém
FEFL,BEM,Val de Cans/Júlio Cezar Ribeiro International,Smallairport, Central African Republic, Bossembélé
HLLB,BEN,Bossembélé,Mediumairport, Libya, Benghazi
YLMQ,BEO,Benina International,Smallairport, Australia,
VOBI,BEP,Lake Macquarie,Mediumairport, India, Bellary
EGXH,BEQ,Bellary,Mediumairport, United Kingdom, Thetford
EDDB,BER,RAF Honington,Mediumairport, Germany, Berlin
LFRB,BES,Berlin Brandenburg (U.C.),Mediumairport, France, Brest/Guipavas
PABE,BET,Brest Bretagne,Mediumairport, United States, Bethel
YBIE,BEU,Bethel,Mediumairport, Australia,
LLBS,BEV,Bedourie,Smallairport, Israel, Beersheba
FQBR,BEW,Beersheba (Teyman),Mediumairport, Mozambique, Beira
EGUB,BEX,Beira,Mediumairport, United Kingdom, Benson
OLBA,BEY,RAF Benson,Largeairport, Lebanon, Beirut
NGBR,BEZ,Beirut Rafic Hariri International,Smallairport, Kiribati, Beru
SGBN,BFA,Beru,Smallairport, Paraguay, Bahía Negra
,BFB,Bahía Negra,Closed, United States, Blue Fox Bay
YBMD,BFC,Blue Fox Bay,Smallairport, Australia, Bloomfield
KBFD,BFD,[Duplicate] Bloomfield,Mediumairport, United States, Bradford
EDLI,BFE,Bradford Regional,Smallairport, Germany, Bielefeld
KBFF,BFF,Bielefeld,Mediumairport, United States, Scottsbluff
U07,BFG,Western Neb. Rgnl/William B. Heilig,Smallairport, United States, Glen Canyon Natl Rec Area
SBBI,BFH,Bullfrog Basin,Mediumairport, Brazil, Curitiba
KBFI,BFI,Bacacheri,Largeairport, United States, Seattle
KBKF,BFK,Boeing Field King County International,Mediumairport, United States, Aurora
KBFL,BFL,Buckley Air Force Base,Mediumairport, United States, Bakersfield
KBFM,BFM,Meadows Field,Mediumairport, United States, Mobile
FABL,BFN,Mobile Downtown,Mediumairport, South Africa, Bloemfontain
FVCZ,BFO,Bram Fischer International,Mediumairport, Zimbabwe, Chiredzi
KBVI,BFP,Buffalo Range,Mediumairport, United States, Beaver Falls
,BFQ,Beaver County,Smallairport, Panama, Bahia Piña
KBFR,BFR,Bahia Piña,Smallairport, United States, Bedford
EGAA,BFS,Virgil I Grissom Municipal,Largeairport, United Kingdom, Belfast
ZSBB,BFU,Belfast International,Mediumairport, China, Bengbu
VTUO,BFV,Bengbu,Mediumairport, Thailand,
DAOS,BFW,Buri Ram,Smallairport, Algeria, Sidi Bel Abbès
FKKU,BFX,Sidi Bel Abbes,Mediumairport, Cameroon, Bafoussam
SKBG,BGA,Bafoussam,Mediumairport, Colombia, Bucaramanga
FOGB,BGB,Palonegro,Smallairport, Gabon, Booue
LPBG,BGC,Booue,Mediumairport, Portugal, Bragança
KBGD,BGD,Bragança,Smallairport, United States, Borger
KBGE,BGE,Hutchinson County,Smallairport, United States, Bainbridge
FEFF,BGF,Decatur County Industrial Air Park,Mediumairport, Central African Republic, Bangui
LTCU,BGG,Bangui M'Poko International,Smallairport, Turkey, Bingöl
GQNE,BGH,Bingöl Çeltiksuyu,Smallairport, Mauritania, Boghe
TBPB,BGI,Abbaye,Mediumairport, Barbados, Bridgetown
BIBF,BGJ,Sir Grantley Adams International,Smallairport, Iceland, Borgarfjörður eystri
,BGK,Borgarfjörður eystri,Mediumairport, Belize, Big Creek
VNBL,BGL,Big Creek,Smallairport, Nepal, Baglung
KBGM,BGM,Baglung,Mediumairport, United States, Binghamton
ETUR,BGN,Greater Binghamton/Edwin A Link field,Closed, Germany,
ENBR,BGO,Brüggen Air Base,Largeairport, Norway, Bergen
,BGP,Bergen Flesland,Closed, Gabon, Bongo
KBGR,BGR,Bongo,Largeairport, United States, Bangor
E51,BGT,Bangor International,Smallairport, United States, Bagdad
FEFG,BGU,Bagdad,Smallairport, Central African Republic, Bangassou
SSBG,BGV,Bangassou,Smallairport, Brazil, Bento Gonçalves
ORBI,BGW,Aeroclube de Bento Gonçalves,Largeairport, Iraq, Baghdad
SBBG,BGX,Baghdad International,Mediumairport, Brazil, Bagé
LIME,BGY,Comandante Gustavo Kraemer,Largeairport, Italy, Bergamo
LPBR,BGZ,Il Caravaggio International,Mediumairport, Portugal, Braga
SESV,BHA,Braga Municipal Aerodrome,Smallairport, Ecuador, Bahía de Caraquez
KBHB,BHB,Los Perales,Mediumairport, United States, Bar Harbor
,BHC,Hancock County-Bar Harbor,Smallairport, Pakistan, Bhurban
EGAC,BHD,Bhurban,Largeairport, United Kingdom, Belfast
NZWB,BHE,George Best Belfast City,Mediumairport, New Zealand, Blenheim
,BHF,Woodbourne,Smallairport, Colombia, Bahía Cupica
MHBL,BHG,Bahia Cupica,Smallairport, Honduras, Brus Laguna
OEBH,BHH,Brus Laguna,Mediumairport, Saudi Arabia,
SAZB,BHI,Bisha,Mediumairport, Argentina, Bahia Blanca
VABJ,BHJ,Comandante Espora,Mediumairport, India, Bhuj
UTSB,BHK,Bhuj,Mediumairport, Uzbekistan, Bukhara
,BHL,Bukhara,Smallairport, Mexico, Bahía de los Ángeles
KBHM,BHM,Bahía de los Ángeles,Largeairport, United States, Birmingham
OYBN,BHN,Birmingham-Shuttlesworth International,Mediumairport, Yemen,
VABP,BHO,Beihan,Mediumairport, India, Bhopal
VNBJ,BHP,Raja Bhoj International,Smallairport, Nepal, Bhojpur
YBHI,BHQ,Bhojpur,Mediumairport, Australia, Broken Hill
VNBP,BHR,Broken Hill,Smallairport, Nepal, Bharatpur
YBTH,BHS,Bharatpur,Mediumairport, Australia, Bathurst
,BHT,Bathurst,Closed, Australia,
VABV,BHU,Brighton Downs,Mediumairport, India, Bhavnagar
OPBW,BHV,Bhavnagar,Mediumairport, Pakistan, Bahawalpur
OPBG,BHW,Bahawalpur,Smallairport, Pakistan, Bhagatanwala
EGBB,BHX,Bhagatanwala,Largeairport, United Kingdom, Birmingham
ZGBH,BHY,Birmingham International,Smallairport, China, Beihai
LFKB,BIA,Beihai,Mediumairport, France, Bastia/Poretta
HCMB,BIB,Bastia-Poretta,Smallairport, Somalia, Baidoa
,BIC,›,Closed, United States, Big Creek
KBID,BID,Big Creek,Smallairport, United States, Block Island
KBIE,BIE,Block Island State,Smallairport, United States, Beatrice
KBIF,BIF,Beatrice Municipal,Mediumairport, United States, Fort Bliss/El Paso
PABI,BIG,Biggs Army Air Field (Fort Bliss),Mediumairport, United States, Delta Junction Ft Greely
KBIH,BIH,Allen Army Airfield,Mediumairport, United States, Bishop
,BII,Eastern Sierra Regional,Smallairport, Marshall Islands, Bikini Atoll
,BIJ,Enyu Airfield,Closed, Papua New Guinea, Biliau
WABB,BIK,Biliau,Mediumairport, Indonesia, Biak-Supiori Island
KBIL,BIL,Frans Kaisiepo,Largeairport, United States, Billings
MYBS,BIM,Billings Logan International,Mediumairport, Bahamas, South Bimini
OABN,BIN,South Bimini,Smallairport, Afghanistan, Bamiyan
LEBB,BIO,Bamiyan,Mediumairport, Spain, Bilbao
YBWM,BIP,Bilbao,Smallairport, Australia,
LFBZ,BIQ,Bulimba,Mediumairport, France, Biarritz/Anglet/Bayonne
VNVT,BIR,Biarritz-Anglet-Bayonne,Mediumairport, Nepal, Biratnagar
KBIS,BIS,Biratnagar,Mediumairport, United States, Bismarck
VNBT,BIT,Bismarck Municipal,Smallairport, Nepal, Baitadi
BIBD,BIU,Baitadi,Smallairport, Iceland, Bildudalur
FEFR,BIV,Bildudalur,Smallairport, Central African Republic, Bria
YBIL,BIW,Bria,Smallairport, Australia,
KBIX,BIX,Billiluna,Mediumairport, United States, Biloxi
FABE,BIY,Keesler Air Force Base,Mediumairport, South Africa, Bisho
,BIZ,Bisho,Closed, Papua New Guinea,
